CPT,FLEX1,FLEX2,FLEX3,FLEX4,FLEX5
Xavier Worthy,DeVonta Smith,Eagles,Jake Elliott,Jalen Hurts,Patrick Mahomes
Xavier Worthy,DeVonta Smith,Eagles,Hollywood Brown,Jalen Hurts,Patrick Mahomes
Jake Elliott,DeVonta Smith,Eagles,Jalen Hurts,Saquon Barkley,Xavier Worthy
Xavier Worthy,DeVonta Smith,Eagles,Harrison Butker,Jalen Hurts,Patrick Mahomes
Eagles,DeVonta Smith,Jake Elliott,Jalen Hurts,Saquon Barkley,Xavier Worthy
Jalen Hurts,A.J. Brown,Eagles,JuJu Smith-Schuster,Patrick Mahomes,Xavier Worthy
A.J. Brown,DeVonta Smith,Eagles,Jake Elliott,Jalen Hurts,Xavier Worthy
Xavier Worthy,DeAndre Hopkins,DeVonta Smith,Harrison Butker,Jalen Hurts,Patrick Mahomes
Xavier Worthy,Eagles,Jake Elliott,Kareem Hunt,Patrick Mahomes,Saquon Barkley
Jalen Hurts,DeVonta Smith,Eagles,JuJu Smith-Schuster,Saquon Barkley,Xavier Worthy
Xavier Worthy,Chiefs,DeVonta Smith,Hollywood Brown,Jalen Hurts,Patrick Mahomes
Xavier Worthy,Dallas Goedert,DeVonta Smith,Jalen Hurts,Noah Gray,Patrick Mahomes
Patrick Mahomes,A.J. Brown,DeAndre Hopkins,Jalen Hurts,JuJu Smith-Schuster,Xavier Worthy
A.J. Brown,Eagles,Jalen Hurts,JuJu Smith-Schuster,Patrick Mahomes,Xavier Worthy
Xavier Worthy,A.J. Brown,Eagles,Jalen Hurts,Samaje Perine,Saquon Barkley
Xavier Worthy,Jahan Dotson,Jake Elliott,Patrick Mahomes,Saquon Barkley,Travis Kelce
Xavier Worthy,A.J. Brown,Hollywood Brown,Jalen Hurts,JuJu Smith-Schuster,Patrick Mahomes
Patrick Mahomes,DeAndre Hopkins,Jalen Hurts,JuJu Smith-Schuster,Travis Kelce,Xavier Worthy
Jalen Hurts,DeVonta Smith,Hollywood Brown,Noah Gray,Patrick Mahomes,Xavier Worthy
Xavier Worthy,Eagles,JuJu Smith-Schuster,Patrick Mahomes,Saquon Barkley,Travis Kelce
Saquon Barkley,DeVonta Smith,Eagles,Jalen Hurts,Samaje Perine,Xavier Worthy
