CPT,FLEX1,FLEX2,FLEX3,FLEX4,FLEX5
Xavier Worthy,DeAndre Hopkins,Eagles,Jalen Hurts,Patrick Mahomes,Travis Kelce
DeAndre Hopkins,A.J. Brown,Jake Elliott,Jalen Hurts,Patrick Mahomes,Xavier Worthy
DeVonta Smith,Harrison Butker,Jake Elliott,Jalen Hurts,Patrick Mahomes,Xavier Worthy
Xavier Worthy,Chiefs,Dallas Goedert,DeVonta Smith,Jalen Hurts,Patrick Mahomes
Eagles,A.J. Brown,Hollywood Brown,Jalen Hurts,Patrick Mahomes,Xavier Worthy
Patrick Mahomes,Eagles,Hollywood Brown,Jake Elliott,Saquon Barkley,Xavier Worthy
Jalen Hurts,Dallas Goedert,Eagles,Kareem Hunt,Patrick Mahomes,Xavier Worthy
Eagles,Dallas Goedert,Jalen Hurts,Patrick Mahomes,Travis Kelce,Xavier Worthy
A.J. Brown,Eagles,Jalen Hurts,Patrick Mahomes,Will Shipley,Xavier Worthy
Xavier Worthy,A.J. Brown,Hollywood Brown,Jalen Hurts,Patrick Mahomes,Will Shipley
Eagles,Dallas Goedert,DeVonta Smith,Patrick Mahomes,Saquon Barkley,Xavier Worthy
Eagles,DeAndre Hopkins,Patrick Mahomes,Saquon Barkley,Travis Kelce,Xavier Worthy
Patrick Mahomes,Dallas Goedert,DeVonta Smith,Jake Elliott,Travis Kelce,Xavier Worthy
Patrick Mahomes,DeAndre Hopkins,Jalen Hurts,Travis Kelce,Will Shipley,Xavier Worthy
Noah Gray,A.J. Brown,DeVonta Smith,Jalen Hurts,Patrick Mahomes,Xavier Worthy
Jalen Hurts,A.J. Brown,DeAndre Hopkins,DeVonta Smith,Harrison Butker,Xavier Worthy
Jalen Hurts,Eagles,Jake Elliott,Kenneth Gainwell,Patrick Mahomes,Saquon Barkley
Jake Elliott,A.J. Brown,Dallas Goedert,Jalen Hurts,Travis Kelce,Xavier Worthy
DeVonta Smith,Chiefs,DeAndre Hopkins,Jalen Hurts,Saquon Barkley,Xavier Worthy
Xavier Worthy,Dallas Goedert,Hollywood Brown,Jalen Hurts,Kareem Hunt,Patrick Mahomes
Jalen Hurts,A.J. Brown,Dallas Goedert,Isiah Pacheco,Jake Elliott,Xavier Worthy
Xavier Worthy,Eagles,Isiah Pacheco,Kareem Hunt,Patrick Mahomes,Saquon Barkley
A.J. Brown,DeAndre Hopkins,Eagles,Patrick Mahomes,Travis Kelce,Xavier Worthy
Kareem Hunt,A.J. Brown,DeVonta Smith,Jake Elliott,Jalen Hurts,Xavier Worthy
Eagles,Chiefs,Jalen Hurts,Saquon Barkley,Travis Kelce,Xavier Worthy
Xavier Worthy,A.J. Brown,Dallas Goedert,DeVonta Smith,Isiah Pacheco,Patrick Mahomes
Jake Elliott,Dallas Goedert,Jalen Hurts,Kareem Hunt,Saquon Barkley,Xavier Worthy
JuJu Smith-Schuster,A.J. Brown,Jalen Hurts,Patrick Mahomes,Travis Kelce,Xavier Worthy
A.J. Brown,DeAndre Hopkins,DeVonta Smith,Hollywood Brown,Jalen Hurts,Xavier Worthy
