PG,SG,SF,PF,C,G,F,UTIL
Aaron Gordon,Josh Giddey,Kelly Oubre Jr.,Kevin Huerter,Nikola Jokic,Pascal Siakam,Zaccharie Risacher,Zach Collins
Georges Niang,Jamal Murray,Josh Giddey,Kelly Oubre Jr.,Myles Turner,Pascal Siakam,Tyrese Haliburton,Zach Collins
Deni Avdija,Josh Giddey,KJ Martin,Kelly Oubre Jr.,Kevin Huerter,Nikola Jokic,Tyrese Haliburton,Zach Collins
Aaron Gordon,Coby White,Jalen Duren,James Harden,Kelly Oubre Jr.,Kevin Huerter,Tyrese Maxey,Zach Collins
Georges Niang,Josh Giddey,Kelly Oubre Jr.,Kevin Huerter,Nikola Jokic,Shaedon Sharpe,Tyler Herro,Zach Collins
Coby White,James Harden,Josh Giddey,Kelly Oubre Jr.,Paul George,Richaun Holmes,Shaedon Sharpe,Zach Collins
Aaron Gordon,Bennedict Mathurin,Johnny Juzang,Josh Giddey,Kevin Huerter,Nikola Jokic,Tyrese Maxey,Zach Collins
Deni Avdija,James Harden,Kel'el Ware,Kelly Oubre Jr.,Kevin Huerter,Paul George,Tyrese Haliburton,Zach Collins
Bennedict Mathurin,Jamal Murray,Kelly Oubre Jr.,Kevin Huerter,Nikola Jokic,Tyrese Haliburton,Zaccharie Risacher,Zach Collins
Georges Niang,Jalen Williams,Jamal Murray,James Harden,Kelly Oubre Jr.,Kevin Huerter,Tyrese Haliburton,Zach Collins
Bennedict Mathurin,Jalen Duren,Jamal Murray,Josh Giddey,Kelly Oubre Jr.,Matas Buzelis,Tyrese Maxey,Zach Collins
Andrew Wiggins,Jalen Duren,Jamal Murray,Josh Giddey,Kelly Oubre Jr.,Paul George,Toumani Camara,Zach Collins
Coby White,Kelly Oubre Jr.,Kevin Huerter,Myles Turner,Paul George,Tyler Herro,Tyrese Maxey,Zach Collins
Aaron Gordon,Coby White,Deni Avdija,Josh Giddey,Paul George,Richaun Holmes,Tyrese Maxey,Zach Collins
Deni Avdija,James Harden,Josh Giddey,Kelly Oubre Jr.,Matas Buzelis,Nic Claxton,Paul George,Zach Collins
Deni Avdija,Johnny Juzang,Kelly Oubre Jr.,Kevin Huerter,Nikola Jokic,Paul George,Tyrese Haliburton,Zach Collins
