PG,SG,SF,PF,C,G,F,UTIL
Brice Sensabaugh,Coby White,Josh Giddey,KJ Martin,Kris Dunn,Nikola Jokic,Tyrese Haliburton,Zach Collins
Andrew Wiggins,Bogdan Bogdanovic,Johnny Juzang,Josh Giddey,KJ Martin,Nikola Jokic,Tyrese Haliburton,Zach Collins
Isaiah Collier,Jerami Grant,Josh Giddey,Kelly Oubre Jr.,Matas Buzelis,Nikola Jokic,Quentin Grimes,Zach Collins
Aaron Gordon,Anfernee Simons,Guerschon Yabusele,Ivica Zubac,Josh Giddey,Kelly Oubre Jr.,Trae Young,Zach Collins
Aaron Gordon,Cameron Johnson,James Harden,Kyle Filipowski,Paul George,Quentin Grimes,Tyrese Haliburton,Zach Collins
Cameron Johnson,Deni Avdija,Dyson Daniels,Josh Giddey,Kyle Filipowski,Paul George,Tyrese Haliburton,Zach Collins
Aaron Gordon,Andrew Wiggins,Anfernee Simons,Cameron Johnson,Josh Giddey,Nic Claxton,Tyler Herro,Zach Collins
Anfernee Simons,Cameron Johnson,Jerami Grant,Josh Giddey,Nic Claxton,Paul George,Tyrese Haliburton,Zach Collins
Jamal Murray,Johnny Juzang,Kelly Oubre Jr.,Nic Claxton,Paul George,Tyler Herro,Tyrese Haliburton,Zach Collins
Aaron Gordon,Anfernee Simons,Johnny Juzang,Josh Giddey,Nikola Jokic,Quentin Grimes,Toumani Camara,Zach Collins
Cameron Johnson,Coby White,Guerschon Yabusele,Jamal Murray,Josh Giddey,Kyle Filipowski,Tyrese Maxey,Zach Collins
Aaron Gordon,Andrew Wiggins,Bogdan Bogdanovic,Coby White,James Harden,Kyle Filipowski,Tyrese Maxey,Zach Collins
Aaron Gordon,Anfernee Simons,Deni Avdija,Matas Buzelis,Myles Turner,Trae Young,Tyrese Haliburton,Zach Collins
Aaron Gordon,Anfernee Simons,Coby White,Deni Avdija,James Harden,Josh Giddey,Kyle Filipowski,Zach Collins
Andrew Wiggins,Bogdan Bogdanovic,Deni Avdija,Josh Giddey,Kyle Filipowski,Pascal Siakam,Trae Young,Zach Collins
Andrew Wiggins,Guerschon Yabusele,Isaiah Collier,Jamal Murray,James Harden,Kelly Oubre Jr.,Myles Turner,Zach Collins
Andrew Wiggins,Anfernee Simons,Brice Sensabaugh,Jerami Grant,Killian Hayes,Nikola Jokic,Tyrese Haliburton,Zach Collins
