PG,SG,SF,PF,C,G,F,UTIL
Bradley Beal,Desmond Bane,Ja Morant,Kevin Durant,Payton Pritchard,Santi Aldama,Ty Jerome,Zach Edey
Bol Bol,Bradley Beal,Chris Paul,Evan Mobley,Neemias Queta,Paolo Banchero,Payton Pritchard,Zion Williamson
Bol Bol,Bradley Beal,Devin Booker,Ja Morant,Jaylen Brown,Santi Aldama,Ty Jerome,Zach Edey
Bradley Beal,De'Aaron Fox,Ja Morant,Kelly Olynyk,Payton Pritchard,RJ Barrett,Santi Aldama,Yves Missi
Bradley Beal,De'Aaron Fox,Desmond Bane,Ja Morant,Neemias Queta,Paolo Banchero,Sam Hauser,Zach Edey
Alperen Sengun,Bradley Beal,De'Aaron Fox,Ja Morant,Sam Hauser,Santi Aldama,Ty Jerome,Zach Edey
Chris Paul,Desmond Bane,Kevin Durant,Payton Pritchard,Santi Aldama,Ty Jerome,Yves Missi,Zion Williamson
Bradley Beal,De'Aaron Fox,Desmond Bane,Ja Morant,Jarrett Allen,Kelly Olynyk,Sam Hauser,Santi Aldama
Alperen Sengun,Bol Bol,Desmond Bane,Ja Morant,Neemias Queta,Payton Pritchard,Santi Aldama,Zion Williamson
Bradley Beal,Evan Mobley,Ja Morant,Naji Marshall,Payton Pritchard,RJ Barrett,Ty Jerome,Wendell Carter Jr.
Bol Bol,Chris Paul,Draymond Green,Jaylen Brown,Paolo Banchero,Payton Pritchard,Trey Murphy III,Zach Edey
Bradley Beal,Chris Paul,Ja Morant,Jarrett Allen,Payton Pritchard,Santi Aldama,Zach Edey,Zion Williamson
Devin Booker,Evan Mobley,Jalen Green,Neemias Queta,Paolo Banchero,Payton Pritchard,Vince Williams Jr.,Wendell Carter Jr.
Alperen Sengun,Bradley Beal,De'Aaron Fox,Desmond Bane,Donovan Mitchell,Kelly Olynyk,Neemias Queta,Vince Williams Jr.
Bismack Biyombo,Donovan Mitchell,Ja Morant,Jalen Green,Max Strus,Payton Pritchard,RJ Barrett,Santi Aldama
Chris Paul,Ja Morant,Payton Pritchard,RJ Barrett,Santi Aldama,Tari Eason,Zach Edey,Zion Williamson
Bradley Beal,Devin Booker,Donovan Mitchell,Ja Morant,Kelly Olynyk,Max Strus,Yves Missi,Zach Edey
Bol Bol,Jalen Green,Jarrett Allen,Payton Pritchard,Santi Aldama,Trey Murphy III,Wendell Carter Jr.,Zion Williamson
Alperen Sengun,Bol Bol,Desmond Bane,Scottie Barnes,Ty Jerome,Vince Williams Jr.,Yves Missi,Zion Williamson
Alperen Sengun,Ja Morant,Naji Marshall,Paolo Banchero,Payton Pritchard,Santi Aldama,Ty Jerome,Wendell Carter Jr.
Alperen Sengun,Bradley Beal,Desmond Bane,Ja Morant,Nick Smith Jr.,Sam Hauser,Tari Eason,Zach Edey
Bradley Beal,Brandin Podziemski,Chris Paul,Desmond Bane,Giannis Antetokounmpo,Jarrett Allen,Max Strus,Neemias Queta
Bradley Beal,Brandin Podziemski,Ja Morant,Jalen Green,Kevin Durant,Neemias Queta,Payton Pritchard,Santi Aldama
Bol Bol,De'Aaron Fox,Jalen Green,Jarrett Allen,Payton Pritchard,Santi Aldama,Yves Missi,Zion Williamson
Bradley Beal,Desmond Bane,Donovan Mitchell,Neemias Queta,PJ Washington,Santi Aldama,Trey Murphy III,Ty Jerome
Bradley Beal,Brandin Podziemski,Desmond Bane,Ja Morant,Jaylen Brown,Tari Eason,Yves Missi,Zach Edey
Bol Bol,De'Aaron Fox,Desmond Bane,Jayson Tatum,Max Strus,Rui Hachimura,Santi Aldama,Yves Missi
Bol Bol,Devin Booker,Ja Morant,Jalen Green,Max Strus,Neemias Queta,Santi Aldama,Zion Williamson
