PG,SG,SF,PF,C,G,F,UTIL
Desmond Bane,Devin Booker,Jayson Tatum,Kelly Olynyk,Payton Pritchard,Royce O'Neale,Santi Aldama,Yves Missi
Chris Paul,Desmond Bane,Devin Booker,Jaylen Brown,Kelly Olynyk,Neemias Queta,Trey Murphy III,Ty Jerome
Bradley Beal,Chris Paul,De'Aaron Fox,Desmond Bane,Ja Morant,Kelly Olynyk,Royce O'Neale,Yves Missi
Bradley Beal,Damion Baugh,Devin Booker,Kelly Olynyk,Kevin Durant,Payton Pritchard,RJ Barrett,Santi Aldama
Chris Paul,Desmond Bane,Kevin Durant,Payton Pritchard,Santi Aldama,Trey Murphy III,Wendell Carter Jr.,Yves Missi
Bradley Beal,Desmond Bane,Devin Booker,Jaylen Brown,Neemias Queta,Ty Jerome,Vince Williams Jr.,Zion Williamson
Devin Booker,Jalen Green,Jaylen Brown,Kelly Olynyk,Payton Pritchard,Trey Murphy III,Vince Williams Jr.,Yves Missi
Bradley Beal,De'Aaron Fox,Desmond Bane,Devin Booker,Jose Alvarado,Santi Aldama,Vince Williams Jr.,Yves Missi
Bradley Beal,Devin Booker,Donovan Mitchell,Kelly Olynyk,Kevin Durant,Neemias Queta,Payton Pritchard,Royce O'Neale
De'Aaron Fox,Jalen Green,Jaylen Brown,Jose Alvarado,Kelly Olynyk,Neemias Queta,Payton Pritchard,Trey Murphy III
Chris Paul,Desmond Bane,Ja Morant,Jaylen Brown,Neemias Queta,Santi Aldama,Trey Murphy III,Wendell Carter Jr.
Bradley Beal,Brandin Podziemski,De'Aaron Fox,Desmond Bane,Jayson Tatum,Kelly Olynyk,Neemias Queta,Ty Jerome
Desmond Bane,Draymond Green,Jaylen Brown,Jayson Tatum,Kelly Olynyk,Payton Pritchard,Wendell Carter Jr.,Yves Missi
Bradley Beal,Desmond Bane,Donovan Mitchell,Ja Morant,Jose Alvarado,Kelly Olynyk,Santi Aldama,Wendell Carter Jr.
Bradley Beal,Ja Morant,Jaylen Brown,Kelly Olynyk,Luka Doncic,Neemias Queta,Payton Pritchard,Yves Missi
Bradley Beal,Chris Paul,Desmond Bane,Draymond Green,Ja Morant,Kevin Durant,Neemias Queta,Ty Jerome
