G1,G2,G3,G4,G5,G6
Adam Scott,Collin Morikawa,Davis Thompson,Denny McCarthy,Ludvig Aberg,Shane Lowry
Denny McCarthy,Jason Day,Russell Henley,Scottie Scheffler,Si Woo Kim,Stephan Jaeger
Denny McCarthy,Hideki Matsuyama,Justin Thomas,Mackenzie Hughes,Sam Burns,Shane Lowry
Collin Morikawa,Davis Thompson,Denny McCarthy,J.J. Spaun,Robert Macintyre,Rory McIlroy
Denny McCarthy,Justin Thomas,Michael Kim,Rory McIlroy,Thomas Detry,Will Zalatoris
Aaron Rai,Min Woo Lee,Patrick Rodgers,Scottie Scheffler,Sepp Straka,Taylor Pendrith
Austin Eckroat,Justin Thomas,Nick Dunlap,Scottie Scheffler,Seamus Power,Viktor Hovland
Davis Thompson,Justin Thomas,Kevin Yu,Matt Fitzpatrick,Sam Stevens,Scottie Scheffler
Collin Morikawa,Denny McCarthy,Justin Thomas,Sam Stevens,Taylor Pendrith,Tom Hoge
Billy Horschel,Min Woo Lee,Nick Dunlap,Scottie Scheffler,Taylor Pendrith,Will Zalatoris
J.T. Poston,Justin Thomas,Matt Fitzpatrick,Patrick Rodgers,Rory McIlroy,Russell Henley
Corey Conners,Ludvig Aberg,Patrick Cantlay,Sam Burns,Sam Stevens,Wyndham Clark
Christiaan Bezuidenhout,Denny McCarthy,Rasmus Hojgaard,Rory McIlroy,Sam Burns,Tom Kim
Aaron Rai,Davis Thompson,Lucas Glover,Robert Macintyre,Scottie Scheffler,Taylor Pendrith
Aaron Rai,Keegan Bradley,Michael Kim,Patrick Cantlay,Sahith Theegala,Scottie Scheffler
Adam Scott,Andrew Novak,Collin Morikawa,Min Woo Lee,Russell Henley,Tommy Fleetwood
Davis Thompson,Justin Thomas,Ludvig Aberg,Sahith Theegala,Sam Burns,Si Woo Kim
Brian Harman,Justin Rose,Rory McIlroy,Scottie Scheffler,Stephan Jaeger,Wyndham Clark
Adam Scott,Andrew Novak,Justin Thomas,Ludvig Aberg,Min Woo Lee,Will Zalatoris
Hideki Matsuyama,J.J. Spaun,Matt Fitzpatrick,Rory McIlroy,Sam Burns,Wyndham Clark
Akshay Bhatia,Collin Morikawa,Hideki Matsuyama,Min Woo Lee,Tony Finau,Wyndham Clark
Corey Conners,Daniel Berger,Sam Stevens,Scottie Scheffler,Stephan Jaeger,Taylor Pendrith
Akshay Bhatia,Daniel Berger,Ludvig Aberg,Michael Kim,Sam Stevens,Scottie Scheffler
