PG,SG,SF,PF,C,G,F,UTIL
AJ Green,Aaron Gordon,Franz Wagner,Klay Thompson,Naji Marshall,Paolo Banchero,Russell Westbrook,Stephen Curry
AJ Green,Bol Bol,Brook Lopez,Franz Wagner,Max Christie,Miles Bridges,Russell Westbrook,Stephen Curry
Bol Bol,Brook Lopez,Franz Wagner,Kevin Durant,Max Christie,Moses Brown,Russell Westbrook,Stephen Curry
Aaron Gordon,Jordan Hawkins,Max Christie,Michael Porter Jr.,Naji Marshall,Nikola Jokic,Stephen Curry,Tyus Jones
Aaron Gordon,Bol Bol,KJ Simpson,Max Christie,Naji Marshall,Paolo Banchero,Stephen Curry,Zion Williamson
AJ Green,Brook Lopez,Franz Wagner,LOCKED,Max Christie,Naji Marshall,Stephen Curry,Tyus Jones
Aaron Gordon,Bol Bol,Brandin Podziemski,Devin Booker,Franz Wagner,Max Christie,Moses Brown,Paolo Banchero
Franz Wagner,Jamal Murray,Karlo Matkovic,Klay Thompson,LOCKED,Michael Porter Jr.,Stephen Curry,Tyus Jones
AJ Green,Jamal Murray,Karlo Matkovic,Max Christie,Naji Marshall,Nikola Jokic,Paolo Banchero,Taurean Prince
Brandin Podziemski,Jose Alvarado,Karlo Matkovic,LOCKED,Max Christie,Nikola Jokic,Paolo Banchero,Tyus Jones
AJ Green,Brook Lopez,Franz Wagner,Karlo Matkovic,LOCKED,Max Christie,Naji Marshall,Stephen Curry
Brook Lopez,Kevin Durant,LOCKED,Moses Brown,Naji Marshall,Russell Westbrook,Stephen Curry,Trey Murphy III
Brook Lopez,Damian Lillard,LOCKED,Max Christie,Moses Brown,Naji Marshall,Stephen Curry,Trey Murphy III
Aaron Gordon,Franz Wagner,KJ Simpson,LOCKED,Max Christie,Paolo Banchero,Russell Westbrook,Spencer Dinwiddie
AJ Green,Brook Lopez,Franz Wagner,Karlo Matkovic,Kevin Durant,LOCKED,Max Christie,Stephen Curry
AJ Green,Bol Bol,Devin Booker,Franz Wagner,Jamal Murray,Klay Thompson,Moses Brown,Paolo Banchero
Bol Bol,Draymond Green,KJ Simpson,LOCKED,Max Christie,Michael Porter Jr.,Nikola Jokic,Russell Westbrook
Aaron Gordon,LOCKED,Michael Porter Jr.,Moses Brown,Naji Marshall,Paolo Banchero,Russell Westbrook,Trey Murphy III
Bol Bol,Brook Lopez,Damian Lillard,Kevin Durant,Max Christie,Moses Brown,Naji Marshall,Stephen Curry
AJ Green,Brook Lopez,Franz Wagner,Jamal Murray,KJ Simpson,Kevin Durant,Kyle Kuzma,Naji Marshall
Brook Lopez,Devin Booker,Draymond Green,Franz Wagner,KJ Simpson,Karlo Matkovic,Naji Marshall,Trey Murphy III
Aaron Gordon,Brandin Podziemski,LOCKED,LOCKED,Moses Brown,Naji Marshall,Paolo Banchero,Russell Westbrook
Bol Bol,CJ McCollum,Franz Wagner,LOCKED,Max Christie,Moses Brown,Paolo Banchero,Russell Westbrook
Bol Bol,Brandin Podziemski,Brook Lopez,LOCKED,Max Christie,Moses Brown,Paolo Banchero,Trey Murphy III
