PG,SG,SF,PF,C,G,F,UTIL
Christian Braun,Devin Booker,Franz Wagner,Max Christie,Michael Porter Jr.,Miles Bridges,Moses Brown,Naji Marshall
Bol Bol,Christian Braun,Karlo Matkovic,Kyrie Irving,Michael Porter Jr.,Moses Brown,Nick Smith Jr.,Nikola Jokic
Christian Braun,KJ Simpson,Karlo Matkovic,LOCKED,Max Christie,Michael Porter Jr.,Miles Bridges,Nikola Jokic
AJ Green,Franz Wagner,KJ Simpson,LOCKED,LOCKED,Miles Bridges,Paolo Banchero,Tyus Jones
Brook Lopez,Grayson Allen,KJ Simpson,Michael Porter Jr.,Miles Bridges,Naji Marshall,Nikola Jokic,Tyus Jones
AJ Green,Bol Bol,LOCKED,Michael Porter Jr.,Naji Marshall,Nikola Jokic,Tyus Jones,Wendell Carter Jr.
Bol Bol,CJ McCollum,Christian Braun,LOCKED,Michael Porter Jr.,Moses Brown,Paolo Banchero,Tyus Jones
Aaron Gordon,Christian Braun,Jordan Hawkins,Michael Porter Jr.,Miles Bridges,Nikola Jokic,Tyus Jones,Yves Missi
Brandin Podziemski,Christian Braun,Grayson Allen,Karlo Matkovic,Miles Bridges,Nikola Jokic,Spencer Dinwiddie,Yves Missi
Bol Bol,Christian Braun,Jamal Murray,Karlo Matkovic,Michael Porter Jr.,Naji Marshall,Nikola Jokic,Tyus Jones
Christian Braun,Franz Wagner,KJ Simpson,Karlo Matkovic,LOCKED,Miles Bridges,Nick Richards,Wendell Carter Jr.
Bol Bol,Christian Braun,KJ Simpson,Nick Smith Jr.,Nikola Jokic,Tyus Jones,Wendell Carter Jr.,Zion Williamson
Christian Braun,LOCKED,LOCKED,Michael Porter Jr.,Moses Brown,Nikola Jokic,Spencer Dinwiddie,Tyus Jones
Bol Bol,Christian Braun,Damion Baugh,Karlo Matkovic,LOCKED,Naji Marshall,Nikola Jokic,Wendell Carter Jr.
Aaron Gordon,Bol Bol,Christian Braun,KJ Simpson,Klay Thompson,LOCKED,Moses Brown,Nikola Jokic
Christian Braun,Devin Booker,Jordan Hawkins,KJ Simpson,Karlo Matkovic,Miles Bridges,Moses Brown,Nikola Jokic
Christian Braun,Dante Exum,KJ Simpson,Karlo Matkovic,Kevin Durant,Michael Porter Jr.,Nikola Jokic,Tyus Jones
Brook Lopez,Grayson Allen,Karlo Matkovic,Michael Porter Jr.,Miles Bridges,Nick Smith Jr.,Nikola Jokic,Spencer Dinwiddie
Christian Braun,Karlo Matkovic,Miles Bridges,Moses Brown,Naji Marshall,Nikola Jokic,Trey Murphy III,Tyus Jones
AJ Green,Aaron Gordon,Devin Booker,Max Christie,Michael Porter Jr.,Naji Marshall,Nikola Jokic,Tyus Jones
AJ Green,Karlo Matkovic,Miles Bridges,Naji Marshall,Nikola Jokic,Trey Murphy III,Tyus Jones,Wendell Carter Jr.
CJ McCollum,KJ Simpson,Karlo Matkovic,LOCKED,Max Christie,Naji Marshall,Nikola Jokic,Wendell Carter Jr.
AJ Green,CJ McCollum,Christian Braun,Moses Brown,Naji Marshall,Nick Smith Jr.,Nikola Jokic,Zion Williamson
KJ Simpson,LOCKED,LOCKED,Michael Porter Jr.,Moses Brown,Naji Marshall,Nikola Jokic,Tyus Jones
KJ Simpson,Klay Thompson,Michael Porter Jr.,Miles Bridges,Naji Marshall,Nick Smith Jr.,Nikola Jokic,Tyus Jones
Bol Bol,Jamal Murray,LOCKED,Michael Porter Jr.,Moses Brown,Nikola Jokic,Trey Murphy III,Tyus Jones
AJ Green,KJ Simpson,Kevin Durant,Max Christie,Michael Porter Jr.,Nick Smith Jr.,Nikola Jokic,Yves Missi
Devin Booker,Karlo Matkovic,LOCKED,Michael Porter Jr.,Miles Bridges,Moses Brown,Nikola Jokic,Tyus Jones
AJ Green,Bol Bol,Franz Wagner,LOCKED,Nikola Jokic,Spencer Dinwiddie,Tyus Jones,Yves Missi
KJ Simpson,LOCKED,LOCKED,Max Christie,Nikola Jokic,Trey Murphy III,Tyus Jones,Wendell Carter Jr.
Jamal Murray,Karlo Matkovic,LOCKED,Max Christie,Moses Brown,Naji Marshall,Nikola Jokic,Tyus Jones
Devin Booker,Draymond Green,KJ Simpson,Karlo Matkovic,Naji Marshall,Nick Smith Jr.,Nikola Jokic,Yves Missi
Bol Bol,KJ Simpson,Klay Thompson,Michael Porter Jr.,Miles Bridges,Nikola Jokic,Tyus Jones,Yves Missi
