PG,SG,SF,PF,C,G,F,UTIL
Andrew Wiggins,Day'Ron Sharpe,Derrick White,Jalen Brunson,Kawhi Leonard,Ochai Agbaji,Tyrese Haliburton,Zach Collins
Andrew Wiggins,Anfernee Simons,Ausar Thompson,Day'Ron Sharpe,Kawhi Leonard,RJ Barrett,Tyrese Haliburton,Zach Collins
Aaron Nesmith,Day'Ron Sharpe,Derrick White,Josh Hart,Kawhi Leonard,RJ Barrett,Tyrese Haliburton,Zach Collins
Ausar Thompson,Day'Ron Sharpe,Ja'Kobe Walter,Jayson Tatum,Kawhi Leonard,RJ Barrett,Tyrese Haliburton,Zach Collins
Andrew Wiggins,Anfernee Simons,Ausar Thompson,Day'Ron Sharpe,Dyson Daniels,Jalen Brunson,Kawhi Leonard,Zach Collins
Andrew Wiggins,Day'Ron Sharpe,Deni Avdija,Jalen Brunson,Kawhi Leonard,RJ Barrett,Shaedon Sharpe,Zach Collins
Ausar Thompson,Day'Ron Sharpe,Dyson Daniels,Jalen Brunson,James Harden,Kawhi Leonard,Ochai Agbaji,Zach Collins
Ausar Thompson,Day'Ron Sharpe,Gradey Dick,Jayson Tatum,Josh Giddey,Kawhi Leonard,RJ Barrett,Zach Collins
Anfernee Simons,Ausar Thompson,Day'Ron Sharpe,Jalen Brunson,James Harden,Kawhi Leonard,Ochai Agbaji,Zach Collins
Aaron Nesmith,Andrew Wiggins,Day'Ron Sharpe,Derrick White,Jalen Brunson,Josh Hart,Kawhi Leonard,Zach Collins
Day'Ron Sharpe,Gradey Dick,Ja'Kobe Walter,Jalen Brunson,Jayson Tatum,Josh Hart,Kawhi Leonard,Zach Collins
Anfernee Simons,Ausar Thompson,Day'Ron Sharpe,Ja'Kobe Walter,Jalen Brunson,Jayson Tatum,Kawhi Leonard,Zach Collins
Day'Ron Sharpe,Derrick White,Gradey Dick,Jalen Brunson,Jayson Tatum,Kawhi Leonard,Zaccharie Risacher,Zach Collins
Anfernee Simons,Day'Ron Sharpe,Ja'Kobe Walter,Jalen Brunson,Josh Hart,Kawhi Leonard,RJ Barrett,Zach Collins
Aaron Nesmith,Day'Ron Sharpe,Derrick White,Jalen Brunson,Jayson Tatum,Kawhi Leonard,Zaccharie Risacher,Zach Collins
