G1,G2,G3,G4,G5,G6
Akshay Bhatia,Aldrich Potgieter,Ben Griffin,Ben Kohles,Kevin Velo,Stephan Jaeger
Aldrich Potgieter,Ben Griffin,Joe Highsmith,Joel Dahmen,Rasmus Hojgaard,Stephan Jaeger
Aldrich Potgieter,Ben Griffin,Ben Kohles,Joe Highsmith,Rasmus Hojgaard,Stephan Jaeger
Aaron Rai,Aldrich Potgieter,Ben Griffin,Joe Highsmith,Matteo Manassero,Rasmus Hojgaard
Aldrich Potgieter,Ben Griffin,Joel Dahmen,Rasmus Hojgaard,Rico Hoey,Stephan Jaeger
Aldrich Potgieter,Andrew Putnam,Beau Hossler,Ben Griffin,Matteo Manassero,Stephan Jaeger
Aldrich Potgieter,Alex Smalley,Ben Griffin,Joel Dahmen,Niklas Norgaard Moller,Stephan Jaeger
Aldrich Potgieter,Ben Griffin,Chris Gotterup,Joel Dahmen,Rasmus Hojgaard,Stephan Jaeger
Akshay Bhatia,Aldrich Potgieter,Ben Griffin,Jake Knapp,Joe Highsmith,Matteo Manassero
Aldrich Potgieter,Jeremy Paul,Joe Highsmith,Rasmus Hojgaard,Stephan Jaeger,Taylor Moore
Aaron Rai,Akshay Bhatia,Aldrich Potgieter,Ricky Castillo,Rico Hoey,Thorbjorn Olesen
Aaron Rai,Akshay Bhatia,Aldrich Potgieter,Erik Van Rooyen,Joel Dahmen,Matt Wallace
Aldrich Potgieter,Ben Griffin,Frankie Capan,Jacob Bridgeman,Stephan Jaeger,Taylor Moore
Akshay Bhatia,Ben Griffin,Jeremy Paul,Joe Highsmith,Kyoung-Hoon Lee,Stephan Jaeger
Akshay Bhatia,Aldrich Potgieter,Ben Kohles,Kyoung-Hoon Lee,Nicolai Hojgaard,Rasmus Hojgaard
Aldrich Potgieter,Emiliano Grillo,Erik Van Rooyen,Niklas Norgaard Moller,Rasmus Hojgaard,Stephan Jaeger
Ben Griffin,Frankie Capan,Harry Hall,Nicolai Hojgaard,Stephan Jaeger,Vincent Norrman
Aldrich Potgieter,Ben Griffin,Justin Lower,Matt Wallace,Matteo Manassero,Stephan Jaeger
Aldrich Potgieter,Ben Griffin,Matt Wallace,Ricky Castillo,Stephan Jaeger,Taylor Moore
Aaron Rai,Andrew Putnam,Ben Griffin,Frankie Capan,Joe Highsmith,Stephan Jaeger
Akshay Bhatia,Aldrich Potgieter,Ben Kohles,Joe Highsmith,Nicolai Hojgaard,Sam Stevens
Akshay Bhatia,Ben Griffin,Harry Hall,Joe Highsmith,Joel Dahmen,Vincent Norrman
Alex Smalley,Ben Griffin,Frankie Capan,Jake Knapp,Stephan Jaeger,Vincent Norrman
Adam Svensson,Akshay Bhatia,Aldrich Potgieter,C.T. Pan,Emiliano Grillo,Taylor Moore
Ben Griffin,Chris Gotterup,Jeremy Paul,Joe Highsmith,Rasmus Hojgaard,Stephan Jaeger
Aldrich Potgieter,Alex Smalley,Frankie Capan,Kris Ventura,Rasmus Hojgaard,Taylor Moore
Ben Griffin,Joe Highsmith,Kyoung-Hoon Lee,Matteo Manassero,Rasmus Hojgaard,Stephan Jaeger
C.T. Pan,Erik Van Rooyen,Joel Dahmen,Kris Ventura,Rasmus Hojgaard,Stephan Jaeger
Alex Smalley,Ben Griffin,Jacob Bridgeman,Jeremy Paul,Kevin Yu,Stephan Jaeger
Ben Griffin,Joe Highsmith,Joel Dahmen,Kyoung-Hoon Lee,Rasmus Hojgaard,Stephan Jaeger
Ben Griffin,Joe Highsmith,Kyoung-Hoon Lee,Rasmus Hojgaard,Ricky Castillo,Stephan Jaeger
Alex Smalley,Joe Highsmith,Joel Dahmen,Kris Ventura,Rasmus Hojgaard,Stephan Jaeger
Akshay Bhatia,Ben Griffin,Erik Van Rooyen,Joe Highsmith,Ricky Castillo,Thorbjorn Olesen
Akshay Bhatia,Ben Griffin,Joe Highsmith,Joel Dahmen,Nicolai Hojgaard,Patrick Fishburn
Aaron Rai,Frankie Capan,Jake Knapp,Nicolai Hojgaard,Rico Hoey,Stephan Jaeger
Aldrich Potgieter,Frankie Capan,Harry Hall,Jacob Bridgeman,Kevin Yu,Rasmus Hojgaard
Akshay Bhatia,Frankie Capan,Joe Highsmith,Kris Ventura,Rasmus Hojgaard,Vincent Norrman
Akshay Bhatia,Erik Van Rooyen,Joe Highsmith,Joel Dahmen,Kris Ventura,Rasmus Hojgaard
Ben Griffin,Frankie Capan,Joe Highsmith,Kyoung-Hoon Lee,Rasmus Hojgaard,Stephan Jaeger
Beau Hossler,Ben Griffin,Chris Gotterup,Matteo Manassero,Nicolai Hojgaard,Stephan Jaeger
Adam Svensson,Akshay Bhatia,Erik Van Rooyen,Joel Dahmen,Kris Ventura,Rasmus Hojgaard
Aaron Rai,Alex Smalley,Joel Dahmen,Kyoung-Hoon Lee,Niklas Norgaard Moller,Stephan Jaeger
Ben Griffin,Emiliano Grillo,Joe Highsmith,Kyoung-Hoon Lee,Rasmus Hojgaard,Stephan Jaeger
Adam Svensson,Ben Griffin,Jake Knapp,Joel Dahmen,Niklas Norgaard Moller,Stephan Jaeger
Akshay Bhatia,Ben Griffin,Joe Highsmith,Joel Dahmen,Patrick Fishburn,Thorbjorn Olesen
Ben Griffin,Kyoung-Hoon Lee,Rasmus Hojgaard,Ricky Castillo,Rico Hoey,Stephan Jaeger
Alex Smalley,Ben Griffin,Frankie Capan,Niklas Norgaard Moller,Ricky Castillo,Stephan Jaeger
Adam Svensson,Akshay Bhatia,Ben Griffin,Joel Dahmen,Patrick Fishburn,Thorbjorn Olesen
Ben Griffin,Frankie Capan,Jacob Bridgeman,Kyoung-Hoon Lee,Rasmus Hojgaard,Stephan Jaeger
Akshay Bhatia,Joe Highsmith,Joel Dahmen,Kris Ventura,Rasmus Hojgaard,Sam Ryder
Aaron Rai,Joel Dahmen,Kevin Yu,Kyoung-Hoon Lee,Niklas Norgaard Moller,Stephan Jaeger
