G1,G2,G3,G4,G5,G6
Aaron Rai,Andrew Putnam,Erik Van Rooyen,Jesper Svensson,Nicolai Hojgaard,Stephan Jaeger
Andrew Putnam,Brian Campbell,Harry Hall,Patrick Rodgers,Stephan Jaeger,Vincent Norrman
Aaron Rai,Aldrich Potgieter,Chris Gotterup,Erik Van Rooyen,Harry Hall,Michael Kim
Aaron Rai,Ben Griffin,Jesper Svensson,Joe Highsmith,Stephan Jaeger,Vince Whaley
Aldrich Potgieter,Ben Silverman,David Lipsky,Harry Hall,Patrick Rodgers,Stephan Jaeger
Akshay Bhatia,Ben Griffin,Greyson Sigg,Nicolai Hojgaard,Victor Perez,Vincent Norrman
Ben Griffin,Hayden Springer,Joe Highsmith,Michael Kim,Stephan Jaeger,Thorbjorn Olesen
Aaron Rai,Erik Van Rooyen,Kyoung-Hoon Lee,Matteo Manassero,Patrick Rodgers,Stephan Jaeger
Aldrich Potgieter,Alex Smalley,Greyson Sigg,Kris Ventura,Michael Kim,Taylor Moore
Aaron Rai,Akshay Bhatia,Carson Young,Nicolai Hojgaard,Ryo Hisatsune,Victor Perez
Harry Hall,Michael Kim,Nicolai Hojgaard,Patrick Rodgers,Ryo Hisatsune,Vincent Norrman
Aaron Rai,Erik Van Rooyen,Isaiah Salinda,Rasmus Hojgaard,Taylor Moore,Vincent Norrman
Aaron Rai,Alex Smalley,Erik Van Rooyen,Patrick Fishburn,Patton Kizzire,Stephan Jaeger
Ben Griffin,Henrik Norlander,Joe Highsmith,Patrick Fishburn,Patrick Rodgers,Stephan Jaeger
Akshay Bhatia,Alex Smalley,Ben Griffin,Chandler Phillips,David Lipsky,Kris Ventura
Antoine Rozner,Erik Van Rooyen,Harry Hall,Patrick Rodgers,Ryo Hisatsune,Stephan Jaeger
Aaron Rai,Adam Svensson,Ben Griffin,Charley Hoffman,Jesper Svensson,Kevin Yu
Aaron Rai,Andrew Putnam,Ben Griffin,Harry Hall,Jacob Bridgeman,Joe Highsmith
Ben Griffin,Michael Thorbjornsen,Patrick Rodgers,Stephan Jaeger,Takumi Kanaya,Victor Perez
Aaron Rai,Alex Smalley,Ben Griffin,Hayden Springer,Niklas Norgaard Moller,Patrick Fishburn
Akshay Bhatia,Erik Van Rooyen,Matteo Manassero,Nicolai Hojgaard,Ryo Hisatsune,Sam Stevens
Aaron Rai,Ben Griffin,Erik Van Rooyen,Luke List,Patrick Fishburn,Patrick Rodgers
Adam Svensson,Jacob Bridgeman,Nicolai Hojgaard,Rasmus Hojgaard,Stephan Jaeger,Victor Perez
Akshay Bhatia,Alex Smalley,Brian Campbell,Emiliano Grillo,Peter Malnati,Rasmus Hojgaard
Aaron Rai,Alex Smalley,Ben Griffin,C.T. Pan,Erik Van Rooyen,Rico Hoey
Aaron Rai,Andrew Putnam,Ben Griffin,Hayden Springer,Matt Wallace,Michael Kim
Jesper Svensson,Kevin Roy,Kurt Kitayama,Nicolai Hojgaard,Stephan Jaeger,Trey Mullinax
Nicolai Hojgaard,Patrick Rodgers,Sam Ryder,Stephan Jaeger,Takumi Kanaya,Thorbjorn Olesen
Aaron Rai,Erik Van Rooyen,Karl Vilips,Kevin Yu,Rasmus Hojgaard,Victor Perez
Aaron Rai,Frankie Capan,Hayden Springer,Jacob Bridgeman,Michael Kim,Rasmus Hojgaard
Aaron Rai,Erik Van Rooyen,Frankie Capan,Nicolai Hojgaard,Patrick Fishburn,Rasmus Hojgaard
Charley Hoffman,Hayden Springer,Jacob Bridgeman,Kevin Yu,Patrick Rodgers,Stephan Jaeger
Akshay Bhatia,Ben Griffin,Michael Kim,Patton Kizzire,Rico Hoey,Victor Perez
Aldrich Potgieter,Ben Griffin,Carson Young,Matt Wallace,Michael Kim,Taylor Moore
Akshay Bhatia,Jesper Svensson,Nicolai Hojgaard,Rico Hoey,Taylor Moore,Victor Perez
Aaron Rai,Alex Smalley,Antoine Rozner,Joe Highsmith,Michael Thorbjornsen,Stephan Jaeger
Akshay Bhatia,Erik Van Rooyen,Lanto Griffin,Patrick Fishburn,Taylor Moore,Victor Perez
Adam Svensson,Chan Kim,Erik Van Rooyen,Patrick Rodgers,Ryan Fox,Stephan Jaeger
Alex Smalley,Chris Gotterup,Michael Kim,Michael Thorbjornsen,Ryan Gerard,Stephan Jaeger
Akshay Bhatia,Alex Smalley,Frankie Capan,Taylor Moore,Victor Perez,Vincent Norrman
Akshay Bhatia,Carson Young,Erik Van Rooyen,Rasmus Hojgaard,Takumi Kanaya,Vincent Norrman
Alex Smalley,Ben Griffin,Henrik Norlander,Joel Dahmen,Michael Kim,Patrick Rodgers
Adam Svensson,Akshay Bhatia,Chan Kim,Jacob Bridgeman,Michael Kim,Ryan Gerard
Aaron Rai,C.T. Pan,Jesper Svensson,Kevin Yu,Michael Kim,Nick Hardy
Alex Smalley,Ben Griffin,Kevin Roy,Matteo Manassero,Nicolai Hojgaard,Sam Stevens
Carson Young,Erik Van Rooyen,Patrick Fishburn,Rasmus Hojgaard,Stephan Jaeger,Victor Perez
Adam Svensson,Ben Griffin,Michael Kim,Patrick Fishburn,Ryan Gerard,Taylor Moore
Aaron Rai,Michael Kim,Nick Hardy,Nicolai Hojgaard,Patrick Rodgers,Rico Hoey
Greyson Sigg,Kris Ventura,Mac Meissner,Rasmus Hojgaard,Stephan Jaeger,Trey Mullinax
Aaron Rai,Alex Smalley,Erik Van Rooyen,Jake Knapp,Joel Dahmen,Kevin Yu
Beau Hossler,Ben Griffin,Erik Van Rooyen,Jacob Bridgeman,Quade Cummins,Rasmus Hojgaard
Akshay Bhatia,Andrew Putnam,Ben Griffin,Jesper Svensson,Matt Wallace,Vince Whaley
Charley Hoffman,Erik Van Rooyen,Nicolai Hojgaard,Sam Stevens,Stephan Jaeger,Trey Mullinax
Aaron Rai,Ben Griffin,Chris Gotterup,Patrick Fishburn,Taylor Moore,Victor Perez
C.T. Pan,Hayden Springer,Nicolai Hojgaard,Patrick Rodgers,Rasmus Hojgaard,Rico Hoey
Aaron Rai,Carson Young,Jacob Bridgeman,Kevin Yu,Kyoung-Hoon Lee,Stephan Jaeger
Ben Griffin,Emiliano Grillo,Michael Kim,Nicolai Hojgaard,Taylor Moore,Victor Perez
Nicolai Hojgaard,Patrick Fishburn,Rasmus Hojgaard,Rico Hoey,Stephan Jaeger,Vince Whaley
Ben Griffin,Emiliano Grillo,Lanto Griffin,Patrick Rodgers,Rasmus Hojgaard,Rico Hoey
Justin Lower,Kevin Yu,Matt Wallace,Nicolai Hojgaard,Stephan Jaeger,Vincent Norrman
Aaron Rai,Chris Gotterup,Michael Kim,Patrick Fishburn,Patrick Rodgers,Quade Cummins
Ben Griffin,Matt Wallace,Michael Kim,Michael Thorbjornsen,Nick Hardy,Stephan Jaeger
Aaron Rai,Beau Hossler,Jacob Bridgeman,Kevin Roy,Rasmus Hojgaard,Steven Fisk
Akshay Bhatia,Joe Highsmith,Kevin Yu,Kris Ventura,Takumi Kanaya,Taylor Moore
Aaron Rai,Charley Hoffman,Erik Van Rooyen,Jacob Bridgeman,Michael Thorbjornsen,Rasmus Hojgaard
Aaron Rai,Antoine Rozner,Ben Griffin,Ben Silverman,Michael Kim,Patrick Fishburn
Aaron Rai,Adam Svensson,Ben Griffin,Carson Young,Chan Kim,Taylor Moore
Adam Svensson,Ben Griffin,Charley Hoffman,Michael Kim,Patrick Rodgers,Rico Hoey
Ben Griffin,Matt Wallace,Matteo Manassero,Michael Kim,Patrick Rodgers,Victor Perez
Akshay Bhatia,Lanto Griffin,Nicolai Hojgaard,Sam Stevens,Takumi Kanaya,Trey Mullinax
Akshay Bhatia,Charley Hoffman,Joe Highsmith,Kris Ventura,Matt Wallace,Michael Kim
Akshay Bhatia,Beau Hossler,Chan Kim,Jackson Suber,Jesper Svensson,Thorbjorn Olesen
Antoine Rozner,Ben Silverman,Chan Kim,Nicolai Hojgaard,Rasmus Hojgaard,Stephan Jaeger
Beau Hossler,Frankie Capan,Kevin Yu,Nicolai Hojgaard,Rico Hoey,Stephan Jaeger
Adam Svensson,Ben Griffin,Greyson Sigg,Patrick Rodgers,Takumi Kanaya,Taylor Moore
Adam Svensson,Jacob Bridgeman,Michael Kim,Patrick Rodgers,Paul Waring,Stephan Jaeger
Adam Svensson,Akshay Bhatia,Matt Wallace,Michael Kim,Nicolai Hojgaard,Steven Fisk
Chris Gotterup,Justin Lower,Matti Schmid,Nicolai Hojgaard,Patrick Rodgers,Stephan Jaeger
Ben Griffin,Kevin Yu,Matt Wallace,Matthew McCarty,Rasmus Hojgaard,Victor Perez
C.T. Pan,Erik Van Rooyen,Jacob Bridgeman,Michael Kim,Rasmus Hojgaard,Victor Perez
Andrew Putnam,Jacob Bridgeman,Max McGreevy,Nicolai Hojgaard,Patrick Rodgers,Rasmus Hojgaard
Akshay Bhatia,Patrick Fishburn,Rasmus Hojgaard,Takumi Kanaya,Victor Perez,Vince Whaley
Carson Young,Michael Kim,Rico Hoey,Stephan Jaeger,Taylor Moore,Victor Perez
Aaron Rai,Brian Campbell,Chris Gotterup,Jacob Bridgeman,Kurt Kitayama,Taylor Moore
Ben Griffin,Jacob Bridgeman,Jose Luis Ballester,Kevin Yu,Patrick Rodgers,Taylor Moore
Aaron Rai,Alex Smalley,Antoine Rozner,Greyson Sigg,Jackson Suber,Patrick Rodgers
Andrew Putnam,Harry Hall,Jacob Bridgeman,Kris Ventura,Michael Kim,Taylor Moore
Jesper Svensson,Kevin Yu,Nicolai Hojgaard,Rasmus Hojgaard,Rico Hoey,Ryan Fox
Beau Hossler,Ben Griffin,Michael Kim,Niklas Norgaard Moller,Takumi Kanaya,Victor Perez
Akshay Bhatia,Charley Hoffman,Frankie Capan,Rasmus Hojgaard,Rico Hoey,Takumi Kanaya
Andrew Putnam,Ben Griffin,Harry Hall,Patrick Fishburn,Rico Hoey,Taylor Moore
