G1,G2,G3,G4,G5,G6
Akshay Bhatia,Aldrich Potgieter,Antoine Rozner,Kris Ventura,Stephan Jaeger,Victor Perez
Aldrich Potgieter,Greyson Sigg,Joe Highsmith,Rasmus Hojgaard,Stephan Jaeger,Victor Perez
Aaron Rai,Aldrich Potgieter,Kevin Roy,Kris Ventura,Rasmus Hojgaard,Ryan Fox
Akshay Bhatia,Aldrich Potgieter,Andrew Putnam,Frankie Capan,Rasmus Hojgaard,Vincent Norrman
Akshay Bhatia,Aldrich Potgieter,Charley Hoffman,Isaiah Salinda,Kris Ventura,Kurt Kitayama
Aaron Rai,Aldrich Potgieter,Jackson Suber,Kevin Roy,Kevin Yu,Rasmus Hojgaard
Akshay Bhatia,Aldrich Potgieter,Alejandro Tosti,Rasmus Hojgaard,Ryan Fox,Will Gordon
Aldrich Potgieter,Kris Ventura,Niklas Norgaard Moller,Ryan Fox,Stephan Jaeger,Taylor Moore
Aaron Rai,Andrew Putnam,Isaiah Salinda,Kris Ventura,Stephan Jaeger,Taylor Moore
Aldrich Potgieter,Jackson Suber,Kevin Yu,Stephan Jaeger,Taylor Moore,Victor Perez
Aaron Rai,Aldrich Potgieter,C.T. Pan,Kevin Yu,Ryan Fox,Thorbjorn Olesen
Aaron Rai,Akshay Bhatia,Jacob Bridgeman,Kevin Roy,Matteo Manassero,Vincent Norrman
Aldrich Potgieter,C.T. Pan,Kevin Yu,Kris Ventura,Rasmus Hojgaard,Thorbjorn Olesen
Akshay Bhatia,Aldrich Potgieter,Jacob Bridgeman,Jose Luis Ballester,Kurt Kitayama,Victor Perez
Aldrich Potgieter,Alex Smalley,Erik Van Rooyen,Kurt Kitayama,Thorbjorn Olesen,Vincent Norrman
Aldrich Potgieter,Antoine Rozner,Frankie Capan,Kevin Roy,Kurt Kitayama,Stephan Jaeger
Aaron Rai,Aldrich Potgieter,C.T. Pan,Kevin Roy,Matt Wallace,Taylor Moore
Akshay Bhatia,Aldrich Potgieter,Antoine Rozner,Jacob Bridgeman,Kurt Kitayama,Vincent Norrman
Aaron Rai,Akshay Bhatia,Alejandro Tosti,Jackson Suber,Kevin Yu,Vincent Norrman
Aaron Rai,Aldrich Potgieter,Erik Van Rooyen,Kevin Yu,Mac Meissner,Niklas Norgaard Moller
Aaron Rai,Akshay Bhatia,Alejandro Tosti,Antoine Rozner,Ben Griffin,William Mouw
