G1,G2,G3,G4,G5,G6
Akshay Bhatia,Erik Van Rooyen,Hayden Springer,Jesper Svensson,Patrick Fishburn,Stephan Jaeger
Ben Griffin,Jesper Svensson,Michael Kim,Rasmus Hojgaard,Rico Hoey,Vincent Norrman
Ben Griffin,Erik Van Rooyen,Michael Kim,Rasmus Hojgaard,Rico Hoey,Vincent Norrman
Akshay Bhatia,Beau Hossler,Erik Van Rooyen,Hayden Springer,Nicolai Hojgaard,Patrick Fishburn
Ben Griffin,Joe Highsmith,Patrick Rodgers,Rasmus Hojgaard,Rico Hoey,Vincent Norrman
Akshay Bhatia,Erik Van Rooyen,Hayden Springer,Patrick Fishburn,Rasmus Hojgaard,Vince Whaley
Antoine Rozner,Chandler Phillips,Jacob Bridgeman,Nicolai Hojgaard,Rasmus Hojgaard,Stephan Jaeger
Charley Hoffman,Emiliano Grillo,Kevin Roy,Michael Kim,Stephan Jaeger,Taylor Moore
Aaron Rai,Chan Kim,Chandler Phillips,Erik Van Rooyen,Kurt Kitayama,Nicolai Hojgaard
Ben Griffin,Jacob Bridgeman,Matt Wallace,Nicolai Hojgaard,Rasmus Hojgaard,Ryan Gerard
Aaron Rai,Jesper Svensson,Kevin Yu,Kurt Kitayama,Matti Schmid,Vincent Norrman
Antoine Rozner,Matteo Manassero,Michael Kim,Patrick Rodgers,Rico Hoey,Stephan Jaeger
Ben Griffin,C.T. Pan,Mac Meissner,Rasmus Hojgaard,Ryan Fox,Ryo Hisatsune
Erik Van Rooyen,Henrik Norlander,Kevin Yu,Lanto Griffin,Patrick Rodgers,Rasmus Hojgaard
Adam Svensson,Ben Griffin,Joe Highsmith,Kevin Yu,Rasmus Hojgaard,Sam Ryder
Andrew Putnam,Antoine Rozner,Ben Griffin,Nicolai Hojgaard,Patrick Fishburn,Rasmus Hojgaard
Ben Griffin,C.T. Pan,Kevin Yu,Matt Wallace,Michael Kim,Ryo Hisatsune
Jacob Bridgeman,Kurt Kitayama,Nicolai Hojgaard,Rasmus Hojgaard,Thriston Lawrence,Vincent Norrman
Akshay Bhatia,Ben Kohles,Jacob Bridgeman,Matt Wallace,Rasmus Hojgaard,Vincent Norrman
Akshay Bhatia,Alejandro Tosti,Ben Silverman,Michael Kim,Steven Fisk,Taylor Moore
Adam Svensson,Andrew Putnam,Jesper Svensson,Michael Kim,Nicolai Hojgaard,Sam Stevens
Ben Griffin,Michael Kim,Patrick Fishburn,Rico Hoey,Sam Stevens,Vincent Norrman
Alex Smalley,Chan Kim,Emiliano Grillo,Patrick Rodgers,Rasmus Hojgaard,Vincent Norrman
Chan Kim,Joe Highsmith,Justin Lower,Patrick Rodgers,Rasmus Hojgaard,Vincent Norrman
Akshay Bhatia,Antoine Rozner,C.T. Pan,Joe Highsmith,Nicolai Hojgaard,Niklas Norgaard Moller
Alex Smalley,Beau Hossler,Erik Van Rooyen,Joe Highsmith,Ryan Gerard,Taylor Moore
Jesper Svensson,Lanto Griffin,Matt Wallace,Michael Kim,Patrick Fishburn,Rasmus Hojgaard
Akshay Bhatia,Alex Smalley,Andrew Putnam,Greyson Sigg,Jake Knapp,Tyler McCumber
Aaron Rai,Jacob Bridgeman,Rasmus Hojgaard,Rico Hoey,Taylor Moore,Will Gordon
Ben Griffin,Kevin Yu,Patrick Rodgers,Patton Kizzire,Takumi Kanaya,Taylor Moore
Antoine Rozner,Chan Kim,Harry Hall,Rasmus Hojgaard,Ryo Hisatsune,Taylor Moore
Akshay Bhatia,Karl Vilips,Kyoung-Hoon Lee,Max McGreevy,Sam Stevens,Taylor Moore
Adam Svensson,Antoine Rozner,Kevin Yu,Patrick Fishburn,Stephan Jaeger,Taylor Moore
Adam Svensson,Andrew Putnam,Ben Griffin,Matt Wallace,Patrick Fishburn,Rasmus Hojgaard
Adam Svensson,Chandler Phillips,Kevin Yu,Michael Kim,Rasmus Hojgaard,Rico Hoey
Aaron Rai,Joe Highsmith,Ryan Fox,Sam Stevens,Steven Fisk,Taylor Moore
Akshay Bhatia,Alex Smalley,Andrew Putnam,Greyson Sigg,Justin Lower,Tyler McCumber
Ben Griffin,Mac Meissner,Matt Wallace,Patrick Rodgers,Ryo Hisatsune,Taylor Moore
Joe Highsmith,Patrick Fishburn,Patrick Rodgers,Rasmus Hojgaard,Rico Hoey,Thorbjorn Olesen
Chan Kim,Jesper Svensson,Justin Lower,Michael Kim,Taylor Moore,Thorbjorn Olesen
Ben Griffin,Greyson Sigg,Kevin Yu,Matt Wallace,Michael Kim,Takumi Kanaya
Aaron Rai,Ben Silverman,C.T. Pan,Kevin Yu,Luke List,Taylor Moore
Kevin Yu,Matt Wallace,Max McGreevy,Patrick Fishburn,Stephan Jaeger,Taylor Moore
Adam Svensson,C.T. Pan,Chandler Phillips,Kevin Yu,Michael Kim,Taylor Moore
Akshay Bhatia,Andrew Putnam,Greyson Sigg,Jake Knapp,Justin Lower,Tyler McCumber
Adam Svensson,Alex Smalley,C.T. Pan,Kevin Roy,Sam Stevens,Thorbjorn Olesen
Joe Highsmith,Justin Lower,Luke List,Patrick Fishburn,Patrick Rodgers,Rasmus Hojgaard
Alejandro Tosti,Harry Hall,Jacob Bridgeman,Niklas Norgaard Moller,Taylor Moore,Thorbjorn Olesen
Akshay Bhatia,Chan Kim,Greyson Sigg,Jake Knapp,Justin Lower,Nate Lashley
Akshay Bhatia,Chris Gotterup,Karl Vilips,Kevin Roy,Kurt Kitayama,Matt Wallace
