PG,SG,SF,PF,C,G,F,UTIL
Brook Lopez,Donovan Mitchell,Kevin Porter Jr.,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
Bam Adebayo,Donovan Mitchell,Gary Trent Jr.,Karl-Anthony Towns,Kyle Kuzma,Ryan Rollins,Santi Aldama,Wendell Carter Jr.
De'Aaron Fox,Karl-Anthony Towns,Kevin Porter Jr.,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Santi Aldama,Wendell Carter Jr.
Alexandre Sarr,Cole Anthony,Jordan Poole,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
Ausar Thompson,Donovan Mitchell,Immanuel Quickley,Karl-Anthony Towns,Khris Middleton,Kyle Kuzma,Ryan Rollins,Wendell Carter Jr.
Donovan Mitchell,Immanuel Quickley,Isaiah Stewart,Karl-Anthony Towns,Khris Middleton,Paolo Banchero,Ryan Rollins,Santi Aldama
Ausar Thompson,Evan Mobley,Jalen Brunson,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Ryan Rollins,Wendell Carter Jr.
AJ Green,De'Aaron Fox,Karl-Anthony Towns,Khris Middleton,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
Desmond Bane,Evan Mobley,Franz Wagner,Isaiah Stewart,Kevin Porter Jr.,Khris Middleton,Paolo Banchero,Ryan Rollins
Donovan Mitchell,Isaiah Stewart,Jalen Brunson,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Paolo Banchero,Wendell Carter Jr.
Donovan Mitchell,Franz Wagner,Jose Alvarado,Kevin Porter Jr.,Kyle Kuzma,Orlando Robinson,Paolo Banchero,Wendell Carter Jr.
Darius Garland,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
Donovan Mitchell,Franz Wagner,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Klay Thompson,Ryan Rollins,Wendell Carter Jr.
Gary Trent Jr.,Isaiah Stewart,Jalen Brunson,Karl-Anthony Towns,Kevin Porter Jr.,Kyle Kuzma,Paolo Banchero,Ryan Rollins
Bam Adebayo,Cole Anthony,Darius Garland,Franz Wagner,Kevin Porter Jr.,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
Bam Adebayo,Cole Anthony,Isaiah Stewart,Jalen Brunson,Jarrett Allen,Kyle Kuzma,RJ Barrett,Ryan Rollins
Franz Wagner,Immanuel Quickley,Jordan Poole,Kevin Porter Jr.,Kyle Kuzma,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
Cole Anthony,Jalen Duren,Karl-Anthony Towns,Kevin Porter Jr.,Kyle Kuzma,Max Christie,Paolo Banchero,Ryan Rollins
Evan Mobley,Jalen Duren,Jordan Poole,Kevin Porter Jr.,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
Bam Adebayo,Immanuel Quickley,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,PJ Washington,Paolo Banchero,Ryan Rollins
Bam Adebayo,Jordan Poole,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Ryan Rollins,Wendell Carter Jr.
