PG,SG,SF,PF,C,G,F,UTIL
Cole Anthony,Immanuel Quickley,Ja Morant,Karl-Anthony Towns,Keldon Johnson,Kyle Kuzma,Santi Aldama,Wendell Carter Jr.
AJ Green,Cole Anthony,Immanuel Quickley,Ja Morant,Karl-Anthony Towns,Khris Middleton,Kyle Kuzma,Santi Aldama
Cole Anthony,De'Aaron Fox,Franz Wagner,Immanuel Quickley,Khris Middleton,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
Cole Anthony,De'Aaron Fox,Immanuel Quickley,Kyle Kuzma,PJ Washington,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
AJ Green,Ja Morant,Jalen Brunson,Karl-Anthony Towns,Keldon Johnson,Kyle Kuzma,Ryan Rollins,Santi Aldama
AJ Green,Cole Anthony,Karl-Anthony Towns,Kyle Kuzma,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
AJ Green,Cole Anthony,Franz Wagner,Immanuel Quickley,Ja Morant,Khris Middleton,Paolo Banchero,Wendell Carter Jr.
AJ Green,Cole Anthony,Ja Morant,Jalen Brunson,Kyle Kuzma,Santi Aldama,Wendell Carter Jr.,Zion Williamson
Cole Anthony,Ja Morant,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Paolo Banchero,RJ Barrett,Wendell Carter Jr.
Immanuel Quickley,Ja Morant,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Santi Aldama,Wendell Carter Jr.
Cole Anthony,Immanuel Quickley,Ja Morant,Keldon Johnson,Paolo Banchero,Santi Aldama,Tyler Herro,Wendell Carter Jr.
De'Aaron Fox,Franz Wagner,Ja Morant,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Ryan Rollins,Wendell Carter Jr.
AJ Green,Jalen Brunson,Karl-Anthony Towns,Kyle Kuzma,Ryan Rollins,Santi Aldama,Wendell Carter Jr.,Zion Williamson
Ausar Thompson,Cole Anthony,Immanuel Quickley,Karl-Anthony Towns,Kyle Kuzma,Ryan Rollins,Wendell Carter Jr.,Zion Williamson
Chris Paul,Cole Anthony,Franz Wagner,Immanuel Quickley,Jalen Brunson,Keldon Johnson,Kyle Kuzma,Wendell Carter Jr.
Jalen Brunson,Jalen Duren,Karl-Anthony Towns,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Ryan Rollins,Santi Aldama
Cole Anthony,Jalen Brunson,Jalen Duren,Kevin Porter Jr.,Khris Middleton,Kyle Kuzma,Paolo Banchero,Wendell Carter Jr.
Cole Anthony,Franz Wagner,Gary Trent Jr.,Ja Morant,Jalen Duren,Paolo Banchero,Ryan Rollins,Wendell Carter Jr.
